Problem,nVars,maxVars,nAPIs,time,iaTime,testingTime,usCoreTime,parsingTime,decompositionTime,miniSATTime,miniSATVars,miniSATClauses,miniSATCalls,raSATClauses,decomposedLearnedClauses,UNSATLearnedClauses,unknownLearnedClauses,result,raSATResult,EQ,NEQ
meti-tarski/CMOS/CMOS-opamp-chunk-0250.minismt.smt2,3,2,3,0.000999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,sat,sat,0,0
meti-tarski/CMOS/CMOS-opamp-chunk-0301.minismt.smt2,3,2,7,900.001224989,44.309185,150.559803,0.0,3.490742,2.809782,0.701955,8541225.0,0.0,1898051.0,949025.0,0.0,0.0,949025.0,sat,Timeout,0,0
meti-tarski/CMOS/CMOS-opamp-chunk-0192.minismt.smt2,3,2,7,900.001206989,12.731689,16.932231,0.0,0.967889,0.500968,0.285967,8737452.0,0.0,1941657.0,970828.0,0.0,0.0,970828.0,unsat,Timeout,0,0
meti-tarski/CMOS/CMOS-opamp-chunk-0182.minismt.smt2,3,2,8,900.000027996,125.047391,70.856086,0.0,1.491951,1.655929,0.62598,4730830.0,0.0,946167.0,473083.0,0.0,0.0,473083.0,unsat,Timeout,0,0
meti-tarski/CMOS/CMOS-opamp-chunk-0201.minismt.smt2,3,2,3,0.021995,0.000999,0.005999,0.0,0.0,0.0,0.0,118.0,97.0,66.0,118.0,88.0,24.0,6.0,sat,sat,0,0
meti-tarski/CMOS/CMOS-opamp-chunk-0262.minismt.smt2,3,2,7,900.000951989,48.46259,150.171816,0.0,3.950678,2.860776,0.768955,8527131.0,0.0,1894919.0,947459.0,0.0,0.0,947459.0,unsat,Timeout,0,0
meti-tarski/CMOS/CMOS-opamp-chunk-0063.smt2,3,2,7,900.001429989,41.761633,152.578067,0.0,4.345678,3.484734,0.689964,9660560.0,0.0,1932113.0,966056.0,0.0,0.0,966056.0,sat,Timeout,0,0
meti-tarski/CMOS/CMOS-opamp-chunk-0343.minismt.smt2,3,2,8,900.000569989,66.205423,93.5235510001,0.0,4.512553,1.89085,1.149913,10395594.0,0.0,1890109.0,945054.0,0.0,0.0,945054.0,unsat,Timeout,0,0
meti-tarski/CMOS/CMOS-opamp-chunk-0064.smt2,3,2,9,0.0,0.001,0.0,0.0,0.0,0.0,0.0,26.0,2.0,6.0,8.0,4.0,4.0,0.0,unsat,unsat,0,0
meti-tarski/CMOS/CMOS-opamp-chunk-0307.smt2,3,2,7,900.00176099,5.176541,9.891279,0.0,0.096992,0.207986,0.036994,8129457.0,0.0,1806547.0,903273.0,0.0,0.0,903273.0,sat,Timeout,0,0
